Master Index,before_after,date_diff,flight_length,label,hierarchy,number_flights_before
1348,same,0,11623.0,intake gasket leak/damage,,-1
1349,same,0,465.0,intake gasket leak/damage,,-1
1350,after,1,6629.0,intake gasket leak/damage,,-1
1351,before,-3,5673.0,intake gasket leak/damage,,3
1352,before,-1,4788.0,intake gasket leak/damage,,4
1353,after,2,3033.0,intake gasket leak/damage,,-1
1354,same,0,5227.0,intake gasket leak/damage,,-1
1355,after,1,6005.0,intake gasket leak/damage,,-1
1356,after,1,6176.0,intake gasket leak/damage,,-1
1358,after,67,251.0,intake gasket leak/damage,,-1
1360,before,-3,6918.0,intake gasket leak/damage,,3
1361,after,1,5896.0,intake gasket leak/damage,,-1
1363,before,-11,29.0,intake gasket leak/damage,,1
1364,after,1,5066.0,intake gasket leak/damage,,-1
1365,after,3,9663.0,intake gasket leak/damage,,-1
1366,before,-1,4526.0,intake gasket leak/damage,,2
1369,after,1,5254.0,intake gasket leak/damage,,-1
1370,same,0,6248.0,intake gasket leak/damage,,-1
1371,after,2,5539.0,intake gasket leak/damage,,-1
1372,before,-1,4901.0,intake gasket leak/damage,,2
1373,after,1,12.0,intake gasket leak/damage,,-1
1374,before,-1,5756.0,intake gasket leak/damage,,0
1375,after,1,2987.0,intake gasket leak/damage,,-1
1377,before,-4,7372.0,intake gasket leak/damage,,1
1378,same,0,29.0,intake gasket leak/damage,,-1
1379,before,-3,14.0,intake gasket leak/damage,,3
1380,after,3,107.0,intake gasket leak/damage,,-1
1381,before,-1,5562.0,intake gasket leak/damage,,2
1382,before,-1,7764.0,intake gasket leak/damage,,0
1383,before,-6,8739.0,intake gasket leak/damage,,0
1384,same,0,5695.0,intake gasket leak/damage,,-1
1385,before,-1,4764.0,intake gasket leak/damage,,2
1386,before,0,629.0,intake gasket leak/damage,,0
1387,before,-1,10191.0,intake gasket leak/damage,,3
1389,before,-2,5585.0,intake gasket leak/damage,,0
1390,before,0,4045.0,intake gasket leak/damage,,0
1391,before,-1,4851.0,intake gasket leak/damage,,2
1392,after,2,8308.0,intake gasket leak/damage,,-1
1394,after,1,6652.0,intake gasket leak/damage,,-1
1395,before,-2,14.0,intake gasket leak/damage,,4
1396,after,1,5446.0,intake gasket leak/damage,,-1
1397,after,4,4901.0,intake gasket leak/damage,,-1
1399,same,0,2318.0,intake gasket leak/damage,,-1
1400,before,-1,12.0,intake gasket leak/damage,,4
1401,same,0,377.0,intake gasket leak/damage,,-1
1402,after,2,1244.0,intake gasket leak/damage,,-1
1403,before,-1,5073.0,intake gasket leak/damage,,0
1405,same,0,256.0,intake gasket leak/damage,,-1
1406,after,2,14.0,intake gasket leak/damage,,-1
1407,before,-1,4822.0,intake gasket leak/damage,,1
1409,same,0,310.0,intake gasket leak/damage,,-1
1411,before,-2,8916.0,intake gasket leak/damage,,0
1412,before,-2,2410.0,intake gasket leak/damage,,3
1413,before,-8,5866.0,intake gasket leak/damage,,1
1414,before,-2,668.0,intake gasket leak/damage,,4
1415,same,0,924.0,intake gasket leak/damage,,-1
1416,before,-2,4479.0,intake gasket leak/damage,,0
1418,before,-1,4200.0,intake gasket leak/damage,,1
1419,same,0,489.0,intake gasket leak/damage,,-1
1421,after,3,76.0,intake gasket leak/damage,,-1
1423,before,0,5593.0,intake gasket leak/damage,,0
1424,before,-2,6201.0,intake gasket leak/damage,,4
1425,before,-4,6285.0,intake gasket leak/damage,,4
1426,before,-6,7227.0,intake gasket leak/damage,,4
1427,after,1,2597.0,intake gasket leak/damage,,-1
1428,after,2,4474.0,intake gasket leak/damage,,-1
1430,after,1,14.0,intake gasket leak/damage,,-1
1431,before,-1,7839.0,intake gasket leak/damage,,0
1432,before,0,3049.0,intake gasket leak/damage,,0
1433,after,2,6104.0,intake gasket leak/damage,,-1
1434,before,-3,5031.0,intake gasket leak/damage,,4
1435,before,0,4398.0,intake gasket leak/damage,,0
1437,after,2,76.0,intake gasket leak/damage,,-1
1439,after,1,14.0,intake gasket leak/damage,,-1
1440,same,0,321.0,intake gasket leak/damage,,-1
1441,same,0,341.0,intake gasket leak/damage,,-1
1442,before,0,8429.0,intake gasket leak/damage,,0
1443,before,-3,2578.0,intake gasket leak/damage,,3
1444,same,0,1835.0,intake gasket leak/damage,,-1
1446,after,2,8838.0,intake gasket leak/damage,,-1
1449,before,-2,6268.0,intake gasket leak/damage,,1
1450,same,0,6281.0,intake gasket leak/damage,,-1
1451,before,-2,6114.0,intake gasket leak/damage,,4
1452,same,0,29.0,intake gasket leak/damage,,-1
1453,after,1,5410.0,intake gasket leak/damage,,-1
1455,after,3,8683.0,intake gasket leak/damage,,-1
1456,after,2,4848.0,intake gasket leak/damage,,-1
1457,after,1,14.0,intake gasket leak/damage,,-1
1458,same,0,543.0,intake gasket leak/damage,,-1
1459,before,-2,4573.0,intake gasket leak/damage,,2
1460,before,-3,4234.0,intake gasket leak/damage,,4
1462,after,1,5335.0,intake gasket leak/damage,,-1
1464,before,-2,3221.0,intake gasket leak/damage,,0
1465,after,5,3703.0,intake gasket leak/damage,,-1
1466,after,2,7064.0,intake gasket leak/damage,,-1
1467,after,4,5774.0,intake gasket leak/damage,,-1
1468,after,1,3888.0,intake gasket leak/damage,,-1
1469,before,-1,6314.0,intake gasket leak/damage,,0
1470,after,1,5803.0,intake gasket leak/damage,,-1
1471,before,-6,3615.0,intake gasket leak/damage,,1
1472,after,1,12421.0,intake gasket leak/damage,,-1
1473,before,-1,6712.0,intake gasket leak/damage,,1
1474,after,1,6146.0,intake gasket leak/damage,,-1
1476,after,1,5236.0,intake gasket leak/damage,,-1
1477,before,-1,4682.0,intake gasket leak/damage,,1
1478,before,-2,4930.0,intake gasket leak/damage,,4
1479,same,0,4200.0,intake gasket leak/damage,,-1
1480,before,-1,6754.0,intake gasket leak/damage,,0
1481,after,1,10502.0,intake gasket leak/damage,,-1
1482,before,-2,4539.0,intake gasket leak/damage,,2
1483,same,0,169.0,intake gasket leak/damage,,-1
1484,before,-1,4770.0,intake gasket leak/damage,,0
1486,after,1,3548.0,intake gasket leak/damage,,-1
1487,before,-2,92.0,intake gasket leak/damage,,3
1488,before,-4,5760.0,intake gasket leak/damage,,2
1489,before,-1,5605.0,intake gasket leak/damage,,0
1491,same,0,434.0,intake gasket leak/damage,,-1
1493,before,-1,652.0,intake gasket leak/damage,,0
1495,after,2,5522.0,intake gasket leak/damage,,-1
1496,after,1,5237.0,intake gasket leak/damage,,-1
1497,after,1,2124.0,intake gasket leak/damage,,-1
1498,after,2,3295.0,intake gasket leak/damage,,-1
1499,same,0,461.0,intake gasket leak/damage,,-1
1500,after,4,14.0,intake gasket leak/damage,,-1
1501,before,-4,4437.0,intake gasket leak/damage,,1
1503,before,0,4947.0,intake gasket leak/damage,,0
1504,before,-7,5819.0,intake gasket leak/damage,,2
1505,after,7,5010.0,intake gasket leak/damage,,-1
1506,before,0,1057.0,intake gasket leak/damage,,0
1508,same,0,321.0,intake gasket leak/damage,,-1
1509,after,1,4708.0,intake gasket leak/damage,,-1
1510,before,-1,4822.0,intake gasket leak/damage,,4
1511,before,-4,26.0,intake gasket leak/damage,,2
1512,before,-2,5361.0,intake gasket leak/damage,,1
1513,before,-1,4958.0,intake gasket leak/damage,,2
1514,after,5,5299.0,intake gasket leak/damage,,-1
1515,same,0,419.0,intake gasket leak/damage,,-1
1516,same,0,6411.0,intake gasket leak/damage,,-1
1517,after,2,5381.0,intake gasket leak/damage,,-1
1518,before,-2,3558.0,intake gasket leak/damage,,0
1519,same,0,3234.0,intake gasket leak/damage,,-1
1520,before,-3,4764.0,intake gasket leak/damage,,2
1522,same,0,403.0,intake gasket leak/damage,,-1
1524,after,2,5753.0,intake gasket leak/damage,,-1
1526,before,-1,7202.0,intake gasket leak/damage,,1
1528,before,-1,5627.0,intake gasket leak/damage,,0
1529,after,26,7371.0,intake gasket leak/damage,,-1
1530,same,0,341.0,intake gasket leak/damage,,-1
1531,after,26,4993.0,intake gasket leak/damage,,-1
1532,after,3,2597.0,intake gasket leak/damage,,-1
1534,before,0,1569.0,intake gasket leak/damage,,0
1535,same,0,372.0,intake gasket leak/damage,,-1
1536,before,-5,5975.0,intake gasket leak/damage,,1
1537,before,-3,6623.0,intake gasket leak/damage,,0
1539,same,0,7062.0,intake gasket leak/damage,,-1
1540,after,1,6048.0,intake gasket leak/damage,,-1
1541,before,-2,4819.0,intake gasket leak/damage,,3
1542,before,-5,637.0,intake gasket leak/damage,,4
1543,same,0,450.0,intake gasket leak/damage,,-1
1545,before,-3,5664.0,intake gasket leak/damage,,0
1546,after,7,6640.0,intake gasket leak/damage,,-1
1547,after,10,11292.0,intake gasket leak/damage,,-1
1548,before,-4,4507.0,intake gasket leak/damage,,4
1550,after,1,5674.0,intake gasket leak/damage,,-1
1551,before,-2,886.0,intake gasket leak/damage,,4
1552,after,1,6687.0,intake gasket leak/damage,,-1
1554,after,2,4894.0,intake gasket leak/damage,,-1
1555,before,-2,5126.0,intake gasket leak/damage,,0
1556,after,2,6069.0,intake gasket leak/damage,,-1
1557,before,-3,4879.0,intake gasket leak/damage,,1
1558,same,0,247.0,intake gasket leak/damage,,-1
1559,before,-1,5693.0,intake gasket leak/damage,,1
1561,after,3,5959.0,intake gasket leak/damage,,-1
1562,after,14,195.0,intake gasket leak/damage,,-1
1563,before,-1,4294.0,intake gasket leak/damage,,2
1564,same,0,45.0,intake gasket leak/damage,,-1
1565,before,0,40.0,intake gasket leak/damage,,0
1567,before,-1,6528.0,intake gasket leak/damage,,0
1568,same,0,341.0,intake gasket leak/damage,,-1
1569,after,1,5835.0,intake gasket leak/damage,,-1
1570,after,3,3936.0,intake gasket leak/damage,,-1
1571,after,1,6346.0,intake gasket leak/damage,,-1
1572,same,0,29.0,intake gasket leak/damage,,-1
1574,before,-1,4600.0,intake gasket leak/damage,,0
1575,same,0,3481.0,intake gasket leak/damage,,-1
1576,same,0,405.0,intake gasket leak/damage,,-1
1577,before,-2,60.0,intake gasket leak/damage,,3
1578,before,-4,6093.0,intake gasket leak/damage,,3
1580,before,-4,185.0,intake gasket leak/damage,,3
1581,before,-1,5975.0,intake gasket leak/damage,,2
1583,before,-4,1617.0,intake gasket leak/damage,,0
1584,before,-2,637.0,intake gasket leak/damage,,3
1585,before,-11,1866.0,intake gasket leak/damage,,3
1586,after,1,10099.0,intake gasket leak/damage,,-1
1588,before,-2,9257.0,intake gasket leak/damage,,1
1589,after,3,683.0,intake gasket leak/damage,,-1
1590,after,1,5070.0,intake gasket leak/damage,,-1
1591,after,1,4760.0,intake gasket leak/damage,,-1
1592,before,-1,7282.0,intake gasket leak/damage,,3
1593,before,0,4854.0,intake gasket leak/damage,,0
1595,same,0,356.0,intake gasket leak/damage,,-1
1596,after,1,5844.0,intake gasket leak/damage,,-1
1598,before,-1,76.0,intake gasket leak/damage,,2
1600,same,0,742.0,intake gasket leak/damage,,-1
1602,after,1,8958.0,intake gasket leak/damage,,-1
1604,before,-1,1958.0,intake gasket leak/damage,,0
1605,same,0,403.0,intake gasket leak/damage,,-1
1606,same,0,621.0,intake gasket leak/damage,,-1
1607,after,1,6054.0,intake gasket leak/damage,,-1
1610,before,0,4817.0,intake gasket leak/damage,,0
1611,same,0,3249.0,intake gasket leak/damage,,-1
1612,before,-1,8905.0,intake gasket leak/damage,,3
1613,after,1,5211.0,intake gasket leak/damage,,-1
1614,after,4,12.0,intake gasket leak/damage,,-1
1617,same,0,792.0,intake gasket leak/damage,,-1
1618,same,0,29.0,intake gasket leak/damage,,-1
1619,after,1,9694.0,intake gasket leak/damage,,-1
1620,after,4,76.0,intake gasket leak/damage,,-1
1621,same,0,489.0,intake gasket leak/damage,,-1
1622,after,3,3641.0,intake gasket leak/damage,,-1
1626,before,-1,263.0,intake gasket leak/damage,,2
1627,same,0,543.0,intake gasket leak/damage,,-1
1628,after,1,5521.0,intake gasket leak/damage,,-1
1630,before,-2,3621.0,intake gasket leak/damage,,2
1631,before,-2,7184.0,intake gasket leak/damage,,4
1632,after,1,5799.0,intake gasket leak/damage,,-1
1633,before,-1,3719.0,intake gasket leak/damage,,2
1634,after,2,4778.0,intake gasket leak/damage,,-1
1636,same,0,5024.0,intake gasket leak/damage,,-1
1639,before,-1,14.0,intake gasket leak/damage,,2
1640,before,0,14.0,intake gasket leak/damage,,0
1641,same,0,419.0,intake gasket leak/damage,,-1
1642,after,1,7909.0,intake gasket leak/damage,,-1
1644,same,0,5703.0,intake gasket leak/damage,,-1
1645,before,-1,5071.0,intake gasket leak/damage,,3
1647,before,-2,3095.0,intake gasket leak/damage,,3
1648,before,-4,2598.0,intake gasket leak/damage,,2
1650,after,8,5196.0,intake gasket leak/damage,,-1
1651,before,-1,5507.0,intake gasket leak/damage,,2
1652,before,-4,4294.0,intake gasket leak/damage,,3
1655,after,6,6442.0,intake gasket leak/damage,,-1
1656,before,-1,4963.0,intake gasket leak/damage,,0
1657,after,1,6231.0,intake gasket leak/damage,,-1
1658,after,1,5020.0,intake gasket leak/damage,,-1
1659,before,0,5104.0,intake gasket leak/damage,,0
1660,after,1,5647.0,intake gasket leak/damage,,-1
1661,before,-1,8907.0,intake gasket leak/damage,,0
1662,after,1,6441.0,intake gasket leak/damage,,-1
1663,after,2,5429.0,intake gasket leak/damage,,-1
1664,after,1,7751.0,intake gasket leak/damage,,-1
1665,same,0,14.0,intake gasket leak/damage,,-1
1666,before,-2,901.0,intake gasket leak/damage,,0
1667,after,4,5640.0,intake gasket leak/damage,,-1
1669,before,-1,3547.0,intake gasket leak/damage,,0
1670,same,0,14411.0,intake gasket leak/damage,,-1
1671,before,-1,5057.0,intake gasket leak/damage,,2
1672,after,1,3921.0,intake gasket leak/damage,,-1
1675,before,0,643.0,intake gasket leak/damage,,0
1676,before,-2,273.0,intake gasket leak/damage,,2
1677,same,0,7582.0,intake gasket leak/damage,,-1
1678,after,1,5256.0,intake gasket leak/damage,,-1
1681,after,5,29.0,intake gasket leak/damage,,-1
1682,after,4,6156.0,intake gasket leak/damage,,-1
1683,same,0,5336.0,intake gasket leak/damage,,-1
1685,before,-1,5507.0,intake gasket leak/damage,,2
1686,before,0,29.0,intake gasket leak/damage,,0
1688,before,-3,10163.0,intake gasket leak/damage,,2
1689,before,-1,5570.0,intake gasket leak/damage,,1
1690,before,-1,4057.0,intake gasket leak/damage,,1
1692,same,0,2254.0,intake gasket leak/damage,,-1
1693,after,1,12108.0,intake gasket leak/damage,,-1
1694,before,0,14.0,intake gasket leak/damage,,0
1695,before,-2,123.0,intake gasket leak/damage,,1
1696,before,-2,5337.0,intake gasket leak/damage,,4
1697,same,0,5430.0,intake gasket leak/damage,,-1
1698,after,2,5395.0,intake gasket leak/damage,,-1
1699,after,1,8863.0,intake gasket leak/damage,,-1
1702,before,-4,10336.0,intake gasket leak/damage,,3
1703,same,0,29.0,intake gasket leak/damage,,-1
1704,before,-3,6990.0,intake gasket leak/damage,,4
1705,before,-2,4756.0,intake gasket leak/damage,,2
1707,after,2,4854.0,intake gasket leak/damage,,-1
1708,after,2,6473.0,intake gasket leak/damage,,-1
1709,after,1,11020.0,intake gasket leak/damage,,-1
1710,before,0,372.0,intake gasket leak/damage,,0
1711,before,-2,3391.0,intake gasket leak/damage,,1
1714,before,-1,5598.0,intake gasket leak/damage,,1
1715,after,7,1306.0,intake gasket leak/damage,,-1
1716,after,1,5866.0,intake gasket leak/damage,,-1
1718,before,-3,29.0,intake gasket leak/damage,,1
1720,after,4,7132.0,intake gasket leak/damage,,-1
1722,after,1,3408.0,intake gasket leak/damage,,-1
1723,after,1,3158.0,intake gasket leak/damage,,-1
1724,after,2,4989.0,intake gasket leak/damage,,-1
1725,before,-4,1508.0,intake gasket leak/damage,,4
1726,same,0,12.0,intake gasket leak/damage,,-1
1727,after,1,5337.0,intake gasket leak/damage,,-1
1729,after,3,5850.0,intake gasket leak/damage,,-1
1730,after,3,4745.0,intake gasket leak/damage,,-1
1732,after,3,9586.0,intake gasket leak/damage,,-1
1733,before,-1,14.0,intake gasket leak/damage,,3
1734,after,5,6346.0,intake gasket leak/damage,,-1
1735,before,-2,5835.0,intake gasket leak/damage,,0
1737,before,0,216.0,intake gasket leak/damage,,0
1738,same,0,14.0,intake gasket leak/damage,,-1
1739,before,-1,4932.0,intake gasket leak/damage,,0
1740,before,-4,12.0,intake gasket leak/damage,,4
1741,before,-2,1751.0,intake gasket leak/damage,,1
1742,after,1,4277.0,intake gasket leak/damage,,-1
1743,after,2,45.0,intake gasket leak/damage,,-1
1744,before,-2,14.0,intake gasket leak/damage,,3
1746,before,-2,4664.0,intake gasket leak/damage,,4
1747,before,-2,8242.0,intake gasket leak/damage,,4
1748,same,0,363.0,intake gasket leak/damage,,-1
1750,before,-1,4465.0,intake gasket leak/damage,,2
1751,same,0,573.0,intake gasket leak/damage,,-1
1752,same,0,403.0,intake gasket leak/damage,,-1
1753,after,2,10677.0,intake gasket leak/damage,,-1
1754,before,-1,29.0,intake gasket leak/damage,,1
1755,after,1,265.0,intake gasket leak/damage,,-1
1756,same,0,325.0,intake gasket leak/damage,,-1
1758,after,1,4325.0,intake gasket leak/damage,,-1
1760,after,22,5290.0,intake gasket leak/damage,,-1
1761,before,-1,4307.0,intake gasket leak/damage,,3
1763,before,-2,4930.0,intake gasket leak/damage,,4
1764,after,1,8855.0,intake gasket leak/damage,,-1
1765,same,0,29.0,intake gasket leak/damage,,-1
1767,before,-1,5878.0,intake gasket leak/damage,,2
1768,same,0,325.0,intake gasket leak/damage,,-1
1769,after,1,5391.0,intake gasket leak/damage,,-1
1771,before,-1,14.0,intake gasket leak/damage,,1
1772,after,1,14.0,intake gasket leak/damage,,-1
1773,after,1,5505.0,intake gasket leak/damage,,-1
1775,before,-3,14092.0,intake gasket leak/damage,,4
1776,after,1,5555.0,intake gasket leak/damage,,-1
1777,after,6,8120.0,intake gasket leak/damage,,-1
1779,before,-2,92.0,intake gasket leak/damage,,2
1780,same,0,310.0,intake gasket leak/damage,,-1
1781,before,-3,4245.0,intake gasket leak/damage,,0
1782,before,-1,3438.0,intake gasket leak/damage,,3
1783,after,1,6262.0,intake gasket leak/damage,,-1
1784,same,0,3204.0,intake gasket leak/damage,,-1
1785,same,0,3625.0,intake gasket leak/damage,,-1
1786,after,1,4978.0,intake gasket leak/damage,,-1
1787,same,0,4246.0,intake gasket leak/damage,,-1
1791,after,1,12.0,intake gasket leak/damage,,-1
1792,before,-3,5609.0,intake gasket leak/damage,,2
1794,same,0,232.0,intake gasket leak/damage,,-1
1796,before,-1,2411.0,intake gasket leak/damage,,0
1798,after,1,4759.0,intake gasket leak/damage,,-1
1799,before,-5,3347.0,intake gasket leak/damage,,0
1800,before,0,6510.0,intake gasket leak/damage,,0
1802,before,-1,2925.0,intake gasket leak/damage,,3
1803,before,0,531.0,intake gasket leak/damage,,0
1804,after,8,5461.0,intake gasket leak/damage,,-1
1805,before,0,403.0,intake gasket leak/damage,,0
1806,before,-2,4757.0,intake gasket leak/damage,,2
1807,before,-1,7360.0,intake gasket leak/damage,,0
1808,before,-1,5957.0,intake gasket leak/damage,,0
1810,before,-2,4350.0,intake gasket leak/damage,,4
1811,same,0,3204.0,intake gasket leak/damage,,-1
1813,after,1,5414.0,intake gasket leak/damage,,-1
1814,before,-21,13053.0,intake gasket leak/damage,,1
1815,after,1,7191.0,intake gasket leak/damage,,-1
1816,before,-1,5726.0,intake gasket leak/damage,,1
1817,after,1,1461.0,intake gasket leak/damage,,-1
1818,after,1,4787.0,intake gasket leak/damage,,-1
1820,after,1,4746.0,intake gasket leak/damage,,-1
1821,before,-1,5368.0,intake gasket leak/damage,,0
1822,same,0,45.0,intake gasket leak/damage,,-1
1823,after,1,6667.0,intake gasket leak/damage,,-1
1825,after,2,45.0,intake gasket leak/damage,,-1
1826,before,0,590.0,intake gasket leak/damage,,0
1827,after,2,14.0,intake gasket leak/damage,,-1
1828,after,2,9238.0,intake gasket leak/damage,,-1
1830,same,0,60.0,intake gasket leak/damage,,-1
1832,before,0,419.0,intake gasket leak/damage,,0
1834,after,5,4837.0,intake gasket leak/damage,,-1
1835,same,0,419.0,intake gasket leak/damage,,-1
1836,after,1,5990.0,intake gasket leak/damage,,-1
1837,same,0,12.0,intake gasket leak/damage,,-1
1839,before,-1,1228.0,intake gasket leak/damage,,0
1842,same,0,6629.0,intake gasket leak/damage,,-1
1843,after,3,29.0,intake gasket leak/damage,,-1
1844,before,-1,5430.0,intake gasket leak/damage,,3
1845,before,0,5523.0,intake gasket leak/damage,,0
1846,after,1,8919.0,intake gasket leak/damage,,-1
1847,same,0,325.0,intake gasket leak/damage,,-1
1848,before,0,45.0,intake gasket leak/damage,,0
1849,after,3,45.0,intake gasket leak/damage,,-1
1851,same,0,403.0,intake gasket leak/damage,,-1
1852,before,-4,5221.0,intake gasket leak/damage,,4
1854,same,0,5177.0,intake gasket leak/damage,,-1
1855,after,1,154.0,intake gasket leak/damage,,-1
1857,before,0,92.0,intake gasket leak/damage,,0
1858,after,1,8121.0,intake gasket leak/damage,,-1
1859,before,-1,6084.0,intake gasket leak/damage,,1
1860,before,-1,76.0,intake gasket leak/damage,,2
1861,same,0,76.0,intake gasket leak/damage,,-1
1862,after,1,4790.0,intake gasket leak/damage,,-1
1863,before,-7,209.0,intake gasket leak/damage,,4
1864,before,-2,29.0,intake gasket leak/damage,,1
1865,before,-1,3812.0,intake gasket leak/damage,,1
1866,before,-1,9725.0,intake gasket leak/damage,,1
1867,before,0,629.0,intake gasket leak/damage,,0
1868,same,0,2582.0,intake gasket leak/damage,,-1
1869,same,0,7551.0,intake gasket leak/damage,,-1
1870,same,0,40.0,intake gasket leak/damage,,-1
1871,after,1,6316.0,intake gasket leak/damage,,-1
1872,after,1,6341.0,intake gasket leak/damage,,-1
1873,same,0,185.0,intake gasket leak/damage,,-1
1876,same,0,1353.0,intake gasket leak/damage,,-1
1877,same,0,40.0,intake gasket leak/damage,,-1
1879,before,-1,5757.0,intake gasket leak/damage,,2
1880,before,-1,2115.0,intake gasket leak/damage,,1
1881,after,1,14.0,intake gasket leak/damage,,-1
1882,before,-1,6202.0,intake gasket leak/damage,,1
1883,after,5,7379.0,intake gasket leak/damage,,-1
1884,after,9,16621.0,intake gasket leak/damage,,-1
1885,same,0,792.0,intake gasket leak/damage,,-1
1886,before,0,10874.0,intake gasket leak/damage,,0
1887,before,-2,6603.0,intake gasket leak/damage,,1
1888,before,-1,185.0,intake gasket leak/damage,,0
1889,before,-7,6417.0,intake gasket leak/damage,,4
1891,before,-1,465.0,intake gasket leak/damage,,0
1892,same,0,14.0,intake gasket leak/damage,,-1
1893,before,-2,6408.0,intake gasket leak/damage,,3
1894,before,-2,12162.0,intake gasket leak/damage,,2
1895,after,3,3173.0,intake gasket leak/damage,,-1
1896,before,0,40.0,intake gasket leak/damage,,0
1897,before,-2,60.0,intake gasket leak/damage,,3
1898,same,0,5451.0,intake gasket leak/damage,,-1
1899,after,1,5873.0,intake gasket leak/damage,,-1
1900,after,1,4355.0,intake gasket leak/damage,,-1
1901,same,0,5704.0,intake gasket leak/damage,,-1
1902,before,-2,2846.0,intake gasket leak/damage,,0
1903,same,0,5159.0,intake gasket leak/damage,,-1
1904,before,-1,5680.0,intake gasket leak/damage,,1
1905,same,0,6535.0,intake gasket leak/damage,,-1
1906,after,1,349.0,intake gasket leak/damage,,-1
1907,after,3,4636.0,intake gasket leak/damage,,-1
1908,same,0,372.0,intake gasket leak/damage,,-1
1909,after,2,6384.0,intake gasket leak/damage,,-1
1910,after,67,26.0,intake gasket leak/damage,,-1
1911,after,4,5627.0,intake gasket leak/damage,,-1
1912,same,0,6068.0,intake gasket leak/damage,,-1
1918,before,-3,54.0,intake gasket leak/damage,,3
1919,before,-3,3235.0,intake gasket leak/damage,,3
1921,before,-1,7419.0,intake gasket leak/damage,,1
1922,before,-1,5320.0,intake gasket leak/damage,,2
1923,before,-1,5657.0,intake gasket leak/damage,,1
1925,after,1,387.0,intake gasket leak/damage,,-1
1926,before,-1,2146.0,intake gasket leak/damage,,0
1927,after,3,14.0,intake gasket leak/damage,,-1
1928,after,5,6557.0,intake gasket leak/damage,,-1
1929,after,1,5056.0,intake gasket leak/damage,,-1
1930,after,1,5868.0,intake gasket leak/damage,,-1
1931,before,-2,6075.0,intake gasket leak/damage,,3
1933,after,1,6907.0,intake gasket leak/damage,,-1
1934,before,0,450.0,intake gasket leak/damage,,0
1935,before,-3,9273.0,intake gasket leak/damage,,1
1936,before,-4,6705.0,intake gasket leak/damage,,3
1939,before,-2,4979.0,intake gasket leak/damage,,3
1940,same,0,14.0,intake gasket leak/damage,,-1
1941,after,3,76.0,intake gasket leak/damage,,-1
1942,after,1,3698.0,intake gasket leak/damage,,-1
1943,after,1,29.0,intake gasket leak/damage,,-1
1944,before,0,461.0,intake gasket leak/damage,,0
1945,after,1,45.0,intake gasket leak/damage,,-1
1946,before,-11,5461.0,intake gasket leak/damage,,0
1947,same,0,372.0,intake gasket leak/damage,,-1
1948,before,-1,29.0,intake gasket leak/damage,,4
1949,same,0,8858.0,intake gasket leak/damage,,-1
1950,after,1,40.0,intake gasket leak/damage,,-1
1951,after,3,29.0,intake gasket leak/damage,,-1
1952,same,0,5243.0,intake gasket leak/damage,,-1
1953,before,-2,3578.0,intake gasket leak/damage,,2
1955,after,5,528.0,intake gasket leak/damage,,-1
1956,same,0,590.0,intake gasket leak/damage,,-1
1958,before,-1,5975.0,intake gasket leak/damage,,2
1960,before,-2,6628.0,intake gasket leak/damage,,4
1966,before,-1,5020.0,intake gasket leak/damage,,0
1967,before,-6,5539.0,intake gasket leak/damage,,4
1969,after,2,5545.0,intake gasket leak/damage,,-1
1970,same,0,840.0,intake gasket leak/damage,,-1
1973,same,0,372.0,intake gasket leak/damage,,-1
1974,after,2,6528.0,intake gasket leak/damage,,-1
1976,before,-2,6004.0,intake gasket leak/damage,,3
1977,after,5,12.0,intake gasket leak/damage,,-1
1978,after,1,4978.0,intake gasket leak/damage,,-1
1980,same,0,465.0,intake gasket leak/damage,,-1
1981,before,-1,2893.0,intake gasket leak/damage,,1
1983,after,2,1204.0,intake gasket leak/damage,,-1
1984,after,1,5068.0,intake gasket leak/damage,,-1
1986,same,0,14.0,intake gasket leak/damage,,-1
1987,same,0,2003.0,intake gasket leak/damage,,-1
1988,before,-5,5460.0,intake gasket leak/damage,,2
1989,same,0,699.0,intake gasket leak/damage,,-1
1993,same,0,60.0,intake gasket leak/damage,,-1
1995,same,0,4885.0,intake gasket leak/damage,,-1
1996,after,6,5985.0,intake gasket leak/damage,,-1
1997,same,0,5724.0,intake gasket leak/damage,,-1
1998,after,2,5586.0,intake gasket leak/damage,,-1
1999,same,0,29.0,intake gasket leak/damage,,-1
2000,same,0,169.0,intake gasket leak/damage,,-1
2001,same,0,433.0,intake gasket leak/damage,,-1
2006,before,-3,5181.0,intake gasket leak/damage,,3
2008,before,0,247.0,intake gasket leak/damage,,0
2009,after,4,10591.0,intake gasket leak/damage,,-1
2010,after,2,4804.0,intake gasket leak/damage,,-1
2011,same,0,14.0,intake gasket leak/damage,,-1
2012,before,-21,14.0,intake gasket leak/damage,,3
2013,same,0,185.0,intake gasket leak/damage,,-1
2014,before,-1,76.0,intake gasket leak/damage,,0
2015,after,1,2067.0,intake gasket leak/damage,,-1
2017,after,1,5584.0,intake gasket leak/damage,,-1
2018,before,-2,4667.0,intake gasket leak/damage,,3
2019,after,1,419.0,intake gasket leak/damage,,-1
2020,after,1,6310.0,intake gasket leak/damage,,-1
2021,before,-1,5429.0,intake gasket leak/damage,,2
2022,same,0,4870.0,intake gasket leak/damage,,-1
2023,before,-2,5739.0,intake gasket leak/damage,,3
2024,same,0,714.0,intake gasket leak/damage,,-1
2025,after,1,5333.0,intake gasket leak/damage,,-1
